artifact,method_strength,method,intervention_strength,n,accuracy,f1,toxicity_rate,perplexity,activation_shift,provenance
table_3,dpo@0,dpo,0.0,12,0.6666666666666666,0.5,0.5,12.672822309845182,0.6319444444444444,measured_interventions_route
table_3,dpo_plus_toxicity_vector_intervention@0,dpo_plus_toxicity_vector_intervention,0.0,12,0.6666666666666666,0.5,0.5,12.672822309845182,0.6561274509803922,measured_interventions_route
table_3,dpo_plus_toxicity_vector_intervention@0.5,dpo_plus_toxicity_vector_intervention,0.5,12,0.6666666666666666,0.5,0.5,12.565388058477076,0.6883578431372549,measured_interventions_route
table_3,dpo_plus_toxicity_vector_intervention@1,dpo_plus_toxicity_vector_intervention,1.0,12,0.6666666666666666,0.5,0.5,12.565388058477076,0.6756535947712418,measured_interventions_route
table_3,pretrained@0,pretrained,0.0,12,0.6666666666666666,0.5,0.5,12.401213158531482,0.0,measured_interventions_route
